Task_ID,Task_Name,Description,Assigned_To,Progress,Priority,Completion_Time,Deadline,User_Sentiment
T1285,Task 001 of Office Building Renovation Project 096,"Task 001 involves critical work for the Office Building Renovation Project 096. This task has a low priority and is expected to be completed in approximately 17 hours. The deadline for this task is 2025-05-06. Current user sentiment is 'cautious', which may impact performance.",Alice,0.69,Low,17,2025-05-06,Cautious
T1286,Task 002 of Office Building Renovation Project 096,"Task 002 involves critical work for the Office Building Renovation Project 096. This task has a medium priority and is expected to be completed in approximately 20 hours. The deadline for this task is 2025-01-05. Current user sentiment is 'overwhelmed', which may impact performance.",Frank,0.08,Medium,20,2025-01-05,Overwhelmed
T1287,Task 003 of Office Building Renovation Project 096,"Task 003 involves critical work for the Office Building Renovation Project 096. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2025-03-09. Current user sentiment is 'focused', which may impact performance.",Ivy,0.92,High,32,2025-03-09,Focused
T1288,Task 001 of Apartment Complex Development Project 097,"Task 001 involves critical work for the Apartment Complex Development Project 097. This task has a high priority and is expected to be completed in approximately 9 hours. The deadline for this task is 2024-12-08. Current user sentiment is 'neutral', which may impact performance.",Ivy,0.5,High,9,2024-12-08,Neutral
T1289,Task 002 of Apartment Complex Development Project 097,"Task 002 involves critical work for the Apartment Complex Development Project 097. This task has a medium priority and is expected to be completed in approximately 17 hours. The deadline for this task is 2025-03-08. Current user sentiment is 'frustrated', which may impact performance.",Grace,0.2,Medium,17,2025-03-08,Frustrated
T1290,Task 003 of Apartment Complex Development Project 097,"Task 003 involves critical work for the Apartment Complex Development Project 097. This task has a high priority and is expected to be completed in approximately 32 hours. The deadline for this task is 2024-12-21. Current user sentiment is 'hopeful', which may impact performance.",Ivy,0.66,High,32,2024-12-21,Hopeful
T1291,Task 001 of Commercial Center Construction Project 098,"Task 001 involves critical work for the Commercial Center Construction Project 098. This task has a medium priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2025-01-23. Current user sentiment is 'hopeful', which may impact performance.",Alice,0.67,Medium,12,2025-01-23,Hopeful
T1292,Task 002 of Commercial Center Construction Project 098,"Task 002 involves critical work for the Commercial Center Construction Project 098. This task has a medium priority and is expected to be completed in approximately 25 hours. The deadline for this task is 2025-01-28. Current user sentiment is 'satisfied', which may impact performance.",Charlie,0.83,Medium,25,2025-01-28,Satisfied
T1293,Task 003 of Commercial Center Construction Project 098,"Task 003 involves critical work for the Commercial Center Construction Project 098. This task has a high priority and is expected to be completed in approximately 20 hours. The deadline for this task is 2025-04-27. Current user sentiment is 'hopeful', which may impact performance.",Charlie,0.3,High,20,2025-04-27,Hopeful
T1294,Task 001 of Highway Reconstruction Project 099,"Task 001 involves critical work for the Highway Reconstruction Project 099. This task has a medium priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-12-22. Current user sentiment is 'anxious', which may impact performance.",Charlie,0.14,Medium,7,2024-12-22,Anxious
T1295,Task 002 of Highway Reconstruction Project 099,"Task 002 involves critical work for the Highway Reconstruction Project 099. This task has a high priority and is expected to be completed in approximately 5 hours. The deadline for this task is 2025-03-01. Current user sentiment is 'hopeful', which may impact performance.",Ivy,0.36,High,5,2025-03-01,Hopeful
T1296,Task 003 of Highway Reconstruction Project 099,"Task 003 involves critical work for the Highway Reconstruction Project 099. This task has a high priority and is expected to be completed in approximately 19 hours. The deadline for this task is 2025-03-11. Current user sentiment is 'relieved', which may impact performance.",Eve,0.91,High,19,2025-03-11,Relieved
T1297,Task 001 of Airport Expansion Project 100,"Task 001 involves critical work for the Airport Expansion Project 100. This task has a medium priority and is expected to be completed in approximately 30 hours. The deadline for this task is 2024-09-02. Current user sentiment is 'content', which may impact performance.",Charlie,0.85,Medium,30,2024-09-02,Content
T1298,Task 002 of Airport Expansion Project 100,"Task 002 involves critical work for the Airport Expansion Project 100. This task has a medium priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2024-08-30. Current user sentiment is 'overwhelmed', which may impact performance.",David,0.02,Medium,12,2024-08-30,Overwhelmed
T1299,Task 003 of Airport Expansion Project 100,"Task 003 involves critical work for the Airport Expansion Project 100. This task has a medium priority and is expected to be completed in approximately 38 hours. The deadline for this task is 2024-08-30. Current user sentiment is 'content', which may impact performance.",Alice,0.86,Medium,38,2024-08-30,Content
T1300,Task 001 of Renovation of a School Project 001,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 12 hours. The deadline for this task is 2024-08-08. Current user sentiment is 'anxious', which may impact performance.",Bob,0.24,Medium,12,2024-08-08,Anxious
T1301,Task 002 of Renovation of a School Project 001,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 4 hours. The deadline for this task is 2024-08-12. Current user sentiment is 'neutral', which may impact performance.",Charlie,0.56,High,4,2024-08-12,Neutral
T1302,Task 003 of Renovation of a School Project 001,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 5 hours. The deadline for this task is 2024-08-10. Current user sentiment is 'focused', which may impact performance.",Charlie,1.0,High,5,2024-08-10,Focused
T1303,Task 001 of Innovation of a Classroom Project 002,"Task involves critical work for the General Project. This task has a high priority and is expected to be completed in approximately 24 hours. The deadline for this task is 2025-07-12. Current user sentiment is 'hopeful', which may impact performance.",Charlie,0.33,High,24,2025-07-12,Hopeful
T1304,Task 002 of Innovation of a Classroom Project 002,"Task involves critical work for the General Project. This task has a medium priority and is expected to be completed in approximately 26 hours. The deadline for this task is 2025-06-26. Current user sentiment is 'neutral', which may impact performance.",Charlie,0.32,Medium,26,2025-06-26,Neutral
T1305,Task 003 of Innovation of a Classroom Project 002,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 28 hours. The deadline for this task is 2025-03-25. Current user sentiment is 'anxious', which may impact performance.",Alice,0.29,Low,28,2025-03-25,Anxious
T1306,Task 001 of Construction of a Hospital Wing Project 003,"Task involves critical work for the General Project. This task has a low priority and is expected to be completed in approximately 7 hours. The deadline for this task is 2024-08-22. Current user sentiment is 'content', which may impact performance.",Grace,1.0,Low,7,2024-08-22,Content
